PAIS,AÑO,MES,PRODUCTO,CANTIDAD DE ENERGIA (GWh),CODIGO DE PRODUCTO,AÑO ACTUAL- MES ACTUA,AÑO ANTERIOR- MES ACTUAL,PARTICIPACION
Chile,2012,November,Wind,32.724,2,409,315.252,0.60%
Chile,2012,November,Renewables,1.997.957,22,24.871.883,22.870.253,36.42%
Chile,2012,November,Low carbon,1.997.957,26,24.871.883,22.870.253,36.42%
Chile,2012,November,Fossil fuels,3.487.358,27,40.968.115,34458.45,63.58%
Mexico,2012,November,Hydro,1.636.263,1,31.586.954,33.385.598,7.78%
Mexico,2012,November,Wind,305.595,2,3667.14,1498.09,1.45%
Mexico,2012,November,Solar,5.129,3,68.999,38.15,0.02%
Mexico,2012,November,Renewables,2.438.133,22,41.661.373,41.139.523,11.59%
Mexico,2012,November,Low carbon,2.950.609,26,50.070.373,49.789.276,14.02%
Mexico,2012,November,Fossil fuels,18.088.324,27,234.334.436,208.529.076,85.98%
Chile,2012,December,Hydro,1.534.439,1,19.976.999,20.937.001,27.35%
Chile,2012,December,Wind,48.302,2,409,338.001,0.86%
Chile,2012,December,Renewables,2.063.638,22,24.871.883,25.689.737,36.78%
Chile,2012,December,Low carbon,2.063.638,26,24.871.883,25.689.737,36.78%
Chile,2012,December,Fossil fuels,3.547.503,27,40.968.115,37.499.264,63.22%
Mexico,2012,December,Hydro,1906.75,1,31.586.954,35.927.601,8.68%
Mexico,2012,December,Wind,305.595,2,3667.14,1634.28,1.39%
Mexico,2012,December,Solar,4.793,3,68.999,40.998,0.02%
Mexico,2012,December,Renewables,2.737.293,22,41.661.373,44.372.956,12.46%
Mexico,2012,December,Low carbon,3.429.496,26,50.070.373,54.035.955,15.61%
Mexico,2012,December,Fossil fuels,18535.73,27,234.334.436,226.059.941,84.39%
Chile,2013,January,Hydro,1.758.742,1,19.678.001,1909.02,30.01%
Chile,2013,January,Wind,15.387,2,553,27.048,0.26%
Chile,2013,January,Renewables,2.190.758,22,25.642.855,2.190.493,37.38%
Chile,2013,January,Low carbon,2.204.425,26,25.806.859,2.190.493,37.62%
Chile,2013,January,Fossil fuels,3669.48,27,44.101.154,3.317.593,62.62%
Mexico,2013,January,Hydro,1.131.215,1,27.722.002,2.543.365,5.08%
Mexico,2013,January,Wind,347.324,2,4.167.888,305.595,1.56%
Mexico,2013,January,Solar,8.689,3,106.491,5.63,0.04%
Mexico,2013,January,Renewables,2059.78,22,38.894.262,3.457.011,9.25%
Mexico,2013,January,Low carbon,3.029.723,26,50.271.263,3964.19,13.61%
Mexico,2013,January,Fossil fuels,19.238.735,27,236819.12,18.159.698,86.39%
Chile,2013,February,Hydro,1441.08,1,19.678.001,3.565.505,27.07%
Chile,2013,February,Wind,33.852,2,553,64.076,0.64%
Chile,2013,February,Renewables,1.867.617,22,25.642.855,4.134.646,35.09%
Chile,2013,February,Low carbon,1.881.284,26,25.806.859,4.134.646,35.34%
Chile,2013,February,Fossil fuels,3.455.035,27,44.101.154,6.638.213,64.91%
Mexico,2013,February,Hydro,1.093.941,1,27.722.002,4.961.202,5.23%
Mexico,2013,February,Wind,347.324,2,4.167.888,611.19,1.66%
Mexico,2013,February,Solar,8.359,3,106.491,11.046,0.04%
Mexico,2013,February,Renewables,1.968.948,22,38.894.262,6.728.119,9.42%
Mexico,2013,February,Low carbon,2.832.516,26,50.271.263,7.990.676,13.55%
Mexico,2013,February,Fossil fuels,18.068.044,27,236819.12,34.567.756,86.45%
Chile,2013,March,Hydro,1.325.596,1,19.678.001,5.243.818,22.57%
Chile,2013,March,Wind,40.446,2,553,93.498,0.69%
Chile,2013,March,Solar,527,3,8,,0.01%
Chile,2013,March,Renewables,1.847.881,22,25.642.855,6.108.169,31.47%
Chile,2013,March,Low carbon,1.861.548,26,25.806.859,6.108.169,31.70%
Chile,2013,March,Fossil fuels,4.024.593,27,44.101.154,10.318.646,68.53%
Mexico,2013,March,Hydro,1.389.016,1,27.722.002,7.492.479,6.09%
Mexico,2013,March,Wind,347.324,2,4.167.888,916.785,1.52%
Mexico,2013,March,Solar,9.94,3,106.491,17.487,0.04%
Mexico,2013,March,Renewables,2329.32,22,38.894.262,10.144.981,10.20%
Mexico,2013,March,Low carbon,3.308.597,26,50.271.263,12.294.024,14.50%
Mexico,2013,March,Fossil fuels,19.516.966,27,236819.12,53.439.873,85.50%
Chile,2013,April,Hydro,1.302.255,1,19.678.001,6.413.519,23.64%
Chile,2013,April,Wind,38.015,2,553,108.823,0.69%
Chile,2013,April,Solar,477,3,8,,0.01%
Chile,2013,April,Renewables,1.768.657,22,25.642.855,7.637.798,32.11%
Chile,2013,April,Low carbon,1.782.324,26,25.806.859,7.637.798,32.36%
Chile,2013,April,Fossil fuels,3.739.561,27,44.101.154,14.167.691,67.89%
Mexico,2013,April,Hydro,1.862.832,1,27.722.002,10.152.126,7.66%
Mexico,2013,April,Wind,347.324,2,4.167.888,1222.38,1.43%
Mexico,2013,April,Solar,9.554,3,106.491,23.677,0.04%
Mexico,2013,April,Renewables,2768.22,22,38.894.262,13.616.225,11.39%
Mexico,2013,April,Low carbon,3745.13,26,50.271.263,16.954.222,15.41%
Mexico,2013,April,Fossil fuels,20.562.786,27,236819.12,71.312.641,84.59%
Chile,2013,May,Hydro,1.236.982,1,19.678.001,7.566.681,20.59%
Chile,2013,May,Wind,45.134,2,553,145.137,0.75%
Chile,2013,May,Solar,426,3,8,,0.01%
Chile,2013,May,Renewables,1.816.293,22,25.642.855,9.243.064,30.24%
Chile,2013,May,Low carbon,1829.96,26,25.806.859,9.243.064,30.46%
Chile,2013,May,Fossil fuels,4.190.473,27,44.101.154,18.261.938,69.76%
Mexico,2013,May,Hydro,1.609.021,1,27.722.002,13.375.185,6.21%
Mexico,2013,May,Wind,347.324,2,4.167.888,1.527.975,1.34%
Mexico,2013,May,Solar,9.231,3,106.491,29.658,0.04%
Mexico,2013,May,Renewables,2.554.241,22,38.894.262,17.663.778,9.86%
Mexico,2013,May,Low carbon,3.560.257,26,50.271.263,22.179.625,13.75%
Mexico,2013,May,Fossil fuels,22.338.463,27,236819.12,92044.1,86.25%
Chile,2013,June,Hydro,1325.69,1,19.678.001,9.615.482,21.90%
Chile,2013,June,Wind,34.328,2,553,181.846,0.57%
Chile,2013,June,Solar,347,3,8,,0.01%
Chile,2013,June,Renewables,1.874.462,22,25.642.855,11.715.293,30.96%
Chile,2013,June,Low carbon,1.888.129,26,25.806.859,11.715.293,31.19%
Chile,2013,June,Fossil fuels,4.179.716,27,44.101.154,21.258.826,69.04%
Mexico,2013,June,Hydro,2.167.492,1,27.722.002,16.225.482,8.25%
Mexico,2013,June,Wind,347.324,2,4.167.888,1833.57,1.32%
Mexico,2013,June,Solar,8.946,3,106.491,35.455,0.03%
Mexico,2013,June,Renewables,3.113.719,22,38.894.262,21344.39,11.86%
Mexico,2013,June,Low carbon,4.079.052,26,50.271.263,26.942.052,15.53%
Mexico,2013,June,Fossil fuels,22.178.753,27,236819.12,113.460.019,84.47%
Chile,2013,July,Hydro,1.727.461,1,19.678.001,11.964.506,28.11%
Chile,2013,July,Wind,50.913,2,553,224.555,0.83%
Chile,2013,July,Solar,366,3,8,,0.01%
Chile,2013,July,Renewables,2.280.695,22,25.642.855,14.518.561,37.12%
Chile,2013,July,Low carbon,2.294.362,26,25.806.859,14.518.561,37.34%
Chile,2013,July,Fossil fuels,3.864.009,27,44.101.154,23.936.675,62.88%
Mexico,2013,July,Hydro,2.678.624,1,27.722.002,18.759.864,10.24%
Mexico,2013,July,Wind,347.324,2,4.167.888,2.139.165,1.33%
Mexico,2013,July,Solar,9.006,3,106.491,41.29,0.03%
Mexico,2013,July,Renewables,3.652.158,22,38.894.262,24.735.552,13.96%
Mexico,2013,July,Low carbon,4.555.549,26,50.271.263,31329.59,17.41%
Mexico,2013,July,Fossil fuels,21.608.976,27,236819.12,134.824.828,82.59%
Chile,2013,August,Hydro,1.574.875,1,19.678.001,13.695.777,26.30%
Chile,2013,August,Wind,61.281,2,553,256.671,1.02%
Chile,2013,August,Solar,791,3,8,,0.01%
Chile,2013,August,Renewables,2.084.895,22,25.642.855,16.697.146,34.81%
Chile,2013,August,Low carbon,2.098.562,26,25.806.859,16.697.146,35.04%
Chile,2013,August,Fossil fuels,3.903.921,27,44.101.154,27.339.326,65.19%
Mexico,2013,August,Hydro,2.685.477,1,27.722.002,22.466.384,9.91%
Mexico,2013,August,Wind,347.324,2,4.167.888,2444.76,1.28%
Mexico,2013,August,Solar,9.613,3,106.491,47.518,0.04%
Mexico,2013,August,Renewables,3.652.884,22,38.894.262,29.272.741,13.48%
Mexico,2013,August,Low carbon,4.649.874,26,50.271.263,36.196.116,17.16%
Mexico,2013,August,Fossil fuels,22.446.086,27,236819.12,156.809.424,82.84%
Chile,2013,September,Hydro,1.906.971,1,19.678.001,15.218.354,35.20%
Chile,2013,September,Wind,75.363,2,553,292.702,1.39%
Chile,2013,September,Solar,1.028,3,8,,0.02%
Chile,2013,September,Renewables,2.414.227,22,25.642.855,18.674.003,44.56%
Chile,2013,September,Low carbon,2.427.894,26,25.806.859,18.674.003,44.81%
Chile,2013,September,Fossil fuels,3.003.381,27,44.101.154,30493.64,55.44%
Mexico,2013,September,Hydro,3.688.575,1,27.722.002,25.418.944,15.14%
Mexico,2013,September,Wind,347.324,2,4.167.888,2.750.355,1.43%
Mexico,2013,September,Solar,8.982,3,106.491,53.338,0.04%
Mexico,2013,September,Renewables,4.586.226,22,38.894.262,33.031.415,18.82%
Mexico,2013,September,Low carbon,5.475.503,26,50.271.263,40021.16,22.47%
Mexico,2013,September,Fossil fuels,18.887.749,27,236819.12,177.707.243,77.53%
Chile,2013,October,Hydro,1.983.631,1,19.678.001,16.876.501,34.08%
Chile,2013,October,Wind,54.202,2,553,327.974,0.93%
Chile,2013,October,Solar,1.374,3,8,,0.02%
Chile,2013,October,Renewables,2.451.098,22,25.642.855,20.810.288,42.11%
Chile,2013,October,Low carbon,2.464.765,26,25.806.859,20.810.288,42.34%
Chile,2013,October,Fossil fuels,3.369.899,27,44.101.154,33.933.254,57.89%
Mexico,2013,October,Hydro,4.023.798,1,27.722.002,28.043.941,16.68%
Mexico,2013,October,Wind,347.324,2,4.167.888,3055.95,1.44%
Mexico,2013,October,Solar,8.858,3,106.491,59.077,0.04%
Mexico,2013,October,Renewables,4.977.462,22,38.894.262,36.485.947,20.64%
Mexico,2013,October,Low carbon,5.826.274,26,50.271.263,43.690.268,24.16%
Mexico,2013,October,Fossil fuels,18.293.949,27,236819.12,197.710.382,75.84%
Chile,2013,November,Hydro,2.008.419,1,19.678.001,18442.56,34.70%
Chile,2013,November,Wind,61.28,2,553,360.698,1.06%
Chile,2013,November,Solar,1.342,3,8,,0.02%
Chile,2013,November,Renewables,2.493.338,22,25.642.855,22.808.245,43.08%
Chile,2013,November,Low carbon,2.507.005,26,25.806.859,22.808.245,43.32%
Chile,2013,November,Fossil fuels,3.294.315,27,44.101.154,37.420.612,56.92%
Mexico,2013,November,Hydro,2.989.469,1,27.722.002,29.680.204,13.89%
Mexico,2013,November,Wind,347.324,2,4.167.888,3.361.545,1.61%
Mexico,2013,November,Solar,7.916,3,106.491,64.206,0.04%
Mexico,2013,November,Renewables,3.892.614,22,38.894.262,38924.08,18.09%
Mexico,2013,November,Low carbon,4.849.065,26,50.271.263,46.640.877,22.54%
Mexico,2013,November,Fossil fuels,16666.89,27,236819.12,215.798.706,77.46%
Chile,2013,December,Hydro,2.086.299,1,19.678.001,19.976.999,35.01%
Chile,2013,December,Wind,42.799,2,553,409,0.72%
Chile,2013,December,Solar,1.322,3,8,,0.02%
Chile,2013,December,Renewables,2.552.934,22,25.642.855,24.871.883,42.84%
Chile,2013,December,Low carbon,2.566.601,26,25.806.859,24.871.883,43.07%
Chile,2013,December,Fossil fuels,3.406.771,27,44.101.154,40.968.115,57.16%
Mexico,2013,December,Hydro,2.402.542,1,27.722.002,31.586.954,11.24%
Mexico,2013,December,Wind,347.324,2,4.167.888,3667.14,1.63%
Mexico,2013,December,Solar,7.397,3,106.491,68.999,0.03%
Mexico,2013,December,Renewables,3338.69,22,38.894.262,41.661.373,15.62%
Mexico,2013,December,Low carbon,4.359.723,26,50.271.263,50.070.373,20.40%
Mexico,2013,December,Fossil fuels,17.011.723,27,236819.12,234.334.436,79.60%
Chile,2014,January,Hydro,1.859.865,1,22814,1.758.742,31.59%
Chile,2014,January,Wind,68.522,2,1.441.001,15.387,1.16%
Chile,2014,January,Solar,5.528,3,479.999,,0.09%
Chile,2014,January,Renewables,2.393.345,22,29.943.127,2.190.758,40.65%
Chile,2014,January,Low carbon,2.417.595,26,30.234.127,2.204.425,41.07%
Chile,2014,January,Fossil fuels,3.493.681,27,39.508.874,3669.48,59.35%
Colombia,2014,January,Hydro,3.903.977,1,47.249.092,,68.46%
Colombia,2014,January,Wind,5.648,2,69.482,,0.10%
Colombia,2014,January,Solar,1.065,3,8.947,,0.02%
Colombia,2014,January,Renewables,4.010.411,22,48.591.614,,70.32%
Colombia,2014,January,Low carbon,4.010.411,26,48.591.614,,70.32%
Colombia,2014,January,Fossil fuels,1.692.303,27,20.435.682,,29.68%
Mexico,2014,January,Hydro,2792.3,1,38549,1.131.215,12.83%
Mexico,2014,January,Wind,678.776,2,6.351.001,347.324,3.12%
Mexico,2014,January,Solar,18.011,3,220.736,8.689,0.08%
Mexico,2014,January,Renewables,4.100.364,22,52118.08,2059.78,18.84%
Mexico,2014,January,Low carbon,5.124.296,26,61421.08,3.029.723,23.54%
Mexico,2014,January,Fossil fuels,16.640.338,27,228.628.657,19.238.735,76.46%
Chile,2014,February,Hydro,1.381.383,1,22814,3.199.822,25.62%
Chile,2014,February,Wind,81.769,2,1.441.001,49.239,1.52%
Chile,2014,February,Solar,19.629,3,479.999,,0.36%
Chile,2014,February,Renewables,1.897.255,22,29.943.127,4.058.375,35.18%
Chile,2014,February,Low carbon,1.921.505,26,30.234.127,4.085.709,35.63%
Chile,2014,February,Fossil fuels,3.495.154,27,39.508.874,7.124.515,64.82%
Colombia,2014,February,Hydro,3598.26,1,47.249.092,,67.07%
Colombia,2014,February,Wind,5.415,2,69.482,,0.10%
Colombia,2014,February,Solar,831,3,8.947,,0.02%
Colombia,2014,February,Renewables,3.703.603,22,48.591.614,,69.03%
Colombia,2014,February,Low carbon,3.703.603,26,48.591.614,,69.03%
Colombia,2014,February,Fossil fuels,1.661.258,27,20.435.682,,30.97%
Mexico,2014,February,Hydro,2.932.392,1,38549,2.225.156,14.06%
Mexico,2014,February,Wind,621.583,2,6.351.001,694.648,2.98%
Mexico,2014,February,Solar,17.326,3,220.736,17.048,0.08%
Mexico,2014,February,Renewables,4106.26,22,52118.08,4.028.728,19.69%
Mexico,2014,February,Low carbon,4.979.115,26,61421.08,5.862.239,23.87%
Mexico,2014,February,Fossil fuels,15.876.521,27,228.628.657,37.306.779,76.13%
Chile,2014,March,Hydro,1.381.592,1,22814,4.525.418,23.25%
Chile,2014,March,Wind,75.237,2,1.441.001,89.685,1.27%
Chile,2014,March,Solar,34.38,3,479.999,527,0.58%
Chile,2014,March,Renewables,1.983.369,22,29.943.127,5.906.256,33.38%
Chile,2014,March,Low carbon,2.007.619,26,30.234.127,5.947.257,33.79%
Chile,2014,March,Fossil fuels,3.958.661,27,39.508.874,11.149.108,66.62%
Colombia,2014,March,Hydro,4.205.913,1,47.249.092,,72.11%
Colombia,2014,March,Wind,6.189,2,69.482,,0.11%
Colombia,2014,March,Solar,665,3,8.947,,0.01%
Colombia,2014,March,Renewables,4.313.454,22,48.591.614,,73.96%
Colombia,2014,March,Low carbon,4.313.454,26,48.591.614,,73.96%
Colombia,2014,March,Fossil fuels,1519.06,27,20.435.682,,26.04%
Mexico,2014,March,Hydro,3.307.582,1,38549,3.614.172,13.78%
Mexico,2014,March,Wind,493.535,2,6.351.001,1.041.972,2.06%
Mexico,2014,March,Solar,20.604,3,220.736,26.988,0.09%
Mexico,2014,March,Renewables,4.415.176,22,52118.08,6.358.048,18.40%
Mexico,2014,March,Low carbon,5.144.543,26,61421.08,9.170.836,21.44%
Mexico,2014,March,Fossil fuels,18.850.706,27,228.628.657,56.823.745,78.56%
Chile,2014,April,Hydro,1.392.821,1,22814,5.827.673,24.96%
Chile,2014,April,Wind,78.477,2,1.441.001,127.7,1.41%
Chile,2014,April,Solar,32.418,3,479.999,1.004,0.58%
Chile,2014,April,Renewables,1.953.316,22,29.943.127,7.674.913,35.01%
Chile,2014,April,Low carbon,1.977.566,26,30.234.127,7.729.581,35.44%
Chile,2014,April,Fossil fuels,3.626.603,27,39.508.874,14.888.669,64.99%
Colombia,2014,April,Hydro,3.615.005,1,47.249.092,,65.10%
Colombia,2014,April,Wind,6.694,2,69.482,,0.12%
Colombia,2014,April,Solar,0.56,3,8.947,,0.01%
Colombia,2014,April,Renewables,3.721.083,22,48.591.614,,67.01%
Colombia,2014,April,Low carbon,3.721.083,26,48.591.614,,67.01%
Colombia,2014,April,Fossil fuels,1.831.814,27,20.435.682,,32.99%
Mexico,2014,April,Hydro,3.398.052,1,38549,5.477.004,14.12%
Mexico,2014,April,Wind,388.316,2,6.351.001,1.389.296,1.61%
Mexico,2014,April,Solar,19.803,3,220.736,36.542,0.08%
Mexico,2014,April,Renewables,4.399.695,22,52118.08,9.126.268,18.28%
Mexico,2014,April,Low carbon,4854.58,26,61421.08,12.915.966,20.17%
Mexico,2014,April,Fossil fuels,19.208.189,27,228.628.657,77.386.531,79.83%
Chile,2014,May,Hydro,1.611.335,1,22814,7.064.655,27.67%
Chile,2014,May,Wind,71.953,2,1.441.001,172.834,1.24%
Chile,2014,May,Solar,30.074,3,479.999,1.43,0.52%
Chile,2014,May,Renewables,2.232.032,22,29.943.127,9.491.206,38.32%
Chile,2014,May,Low carbon,2.256.282,26,30.234.127,9.559.541,38.74%
Chile,2014,May,Fossil fuels,3.592.035,27,39.508.874,19.079.142,61.68%
Colombia,2014,May,Hydro,3.632.958,1,47.249.092,,63.38%
Colombia,2014,May,Wind,6.211,2,69.482,,0.11%
Colombia,2014,May,Solar,0.67,3,8.947,,0.01%
Colombia,2014,May,Renewables,3.737.776,22,48.591.614,,65.20%
Colombia,2014,May,Low carbon,3.737.776,26,48.591.614,,65.20%
Colombia,2014,May,Fossil fuels,1.994.639,27,20.435.682,,34.80%
Mexico,2014,May,Hydro,3.187.189,1,38549,7.086.025,12.37%
Mexico,2014,May,Wind,440.675,2,6.351.001,1736.62,1.71%
Mexico,2014,May,Solar,19.135,3,220.736,45.773,0.07%
Mexico,2014,May,Renewables,4274.96,22,52118.08,11.680.509,16.59%
Mexico,2014,May,Low carbon,5.032.812,26,61421.08,16.476.223,19.53%
Mexico,2014,May,Fossil fuels,20.731.662,27,228.628.657,99.724.994,80.47%
Chile,2014,June,Hydro,1.640.516,1,22814,8.390.345,27.90%
Chile,2014,June,Wind,94.3,2,1.441.001,207.162,1.60%
Chile,2014,June,Solar,31.255,3,479.999,1.777,0.53%
Chile,2014,June,Renewables,2211.73,22,29.943.127,11.365.668,37.62%
Chile,2014,June,Low carbon,2235.98,26,30.234.127,11447.67,38.03%
Chile,2014,June,Fossil fuels,3.667.373,27,39.508.874,23.258.858,62.38%
Colombia,2014,June,Hydro,3.513.389,1,47.249.092,,63.37%
Colombia,2014,June,Wind,8.085,2,69.482,,0.15%
Colombia,2014,June,Solar,697,3,8.947,,0.01%
Colombia,2014,June,Renewables,3.633.158,22,48.591.614,,65.53%
Colombia,2014,June,Low carbon,3.633.158,26,48.591.614,,65.53%
Colombia,2014,June,Fossil fuels,1.910.941,27,20.435.682,,34.47%
Mexico,2014,June,Hydro,3.976.391,1,38549,9.253.517,15.02%
Mexico,2014,June,Wind,234.459,2,6.351.001,2.083.944,0.89%
Mexico,2014,June,Solar,18.544,3,220.736,54.719,0.07%
Mexico,2014,June,Renewables,4.830.175,22,52118.08,14.794.228,18.25%
Mexico,2014,June,Low carbon,5.407.347,26,61421.08,20.555.275,20.43%
Mexico,2014,June,Fossil fuels,21.060.115,27,228.628.657,121.903.747,79.57%
Chile,2014,July,Hydro,1.542.815,1,22814,10.117.806,25.33%
Chile,2014,July,Wind,132.386,2,1.441.001,258.075,2.17%
Chile,2014,July,Solar,34.7,3,479.999,2.143,0.57%
Chile,2014,July,Renewables,2.202.378,22,29.943.127,13.646.363,36.16%
Chile,2014,July,Low carbon,2.226.628,26,30.234.127,13.742.032,36.55%
Chile,2014,July,Fossil fuels,3.889.003,27,39.508.874,27.122.867,63.84%
Colombia,2014,July,Hydro,4.105.318,1,47.249.092,,69.38%
Colombia,2014,July,Wind,8.713,2,69.482,,0.15%
Colombia,2014,July,Solar,0.75,3,8.947,,0.01%
Colombia,2014,July,Renewables,4.225.062,22,48.591.614,,71.41%
Colombia,2014,July,Low carbon,4.225.062,26,48.591.614,,71.41%
Colombia,2014,July,Fossil fuels,1.691.856,27,20.435.682,,28.59%
Mexico,2014,July,Hydro,5.011.373,1,38549,11.932.141,18.56%
Mexico,2014,July,Wind,792.601,2,6.351.001,2.431.268,2.94%
Mexico,2014,July,Solar,18.667,3,220.736,63.725,0.07%
Mexico,2014,July,Renewables,6.435.008,22,52118.08,18.446.386,23.83%
Mexico,2014,July,Low carbon,6928.33,26,61421.08,25.110.824,25.66%
Mexico,2014,July,Fossil fuels,20.074.409,27,228.628.657,143.512.723,74.34%
Chile,2014,August,Hydro,2.431.505,1,22814,11.692.681,42.06%
Chile,2014,August,Wind,127.068,2,1.441.001,319.356,2.20%
Chile,2014,August,Solar,41.646,3,479.999,2.934,0.72%
Chile,2014,August,Renewables,2.942.034,22,29.943.127,15.731.258,50.89%
Chile,2014,August,Low carbon,2.966.284,26,30.234.127,15.840.594,51.31%
Chile,2014,August,Fossil fuels,2.839.246,27,39.508.874,31.026.788,49.11%
Colombia,2014,August,Hydro,4.058.878,1,47.249.092,,69.73%
Colombia,2014,August,Wind,5.438,2,69.482,,0.09%
Colombia,2014,August,Solar,0.75,3,8.947,,0.01%
Colombia,2014,August,Renewables,4.175.463,22,48.591.614,,71.74%
Colombia,2014,August,Low carbon,4.175.463,26,48.591.614,,71.74%
Colombia,2014,August,Fossil fuels,1.645.182,27,20.435.682,,28.26%
Mexico,2014,August,Hydro,3.547.651,1,38549,14.617.618,13.04%
Mexico,2014,August,Wind,572.704,2,6.351.001,2.778.592,2.10%
Mexico,2014,August,Solar,19.925,3,220.736,73.338,0.07%
Mexico,2014,August,Renewables,4.745.007,22,52118.08,22099.27,17.44%
Mexico,2014,August,Low carbon,5.598.084,26,61421.08,29.760.698,20.57%
Mexico,2014,August,Fossil fuels,21.616.627,27,228.628.657,165.958.809,79.43%
Chile,2014,September,Hydro,2.251.932,1,22814,13.599.652,40.79%
Chile,2014,September,Wind,152.858,2,1.441.001,394.719,2.77%
Chile,2014,September,Solar,47.532,3,479.999,3.962,0.86%
Chile,2014,September,Renewables,2.862.977,22,29.943.127,18.145.485,51.85%
Chile,2014,September,Low carbon,2.887.227,26,30.234.127,18.268.488,52.29%
Chile,2014,September,Fossil fuels,2.658.383,27,39.508.874,34.030.169,48.15%
Colombia,2014,September,Hydro,4.165.149,1,47.249.092,,71.07%
Colombia,2014,September,Wind,4.5,2,69.482,,0.08%
Colombia,2014,September,Solar,745,3,8.947,,0.01%
Colombia,2014,September,Renewables,4.277.977,22,48.591.614,,73.00%
Colombia,2014,September,Low carbon,4.277.977,26,48.591.614,,73.00%
Colombia,2014,September,Fossil fuels,1.582.534,27,20.435.682,,27.00%
Mexico,2014,September,Hydro,2.976.794,1,38549,18.306.193,11.99%
Mexico,2014,September,Wind,288.474,2,6.351.001,3.125.916,1.16%
Mexico,2014,September,Solar,18.618,3,220.736,82.32,0.08%
Mexico,2014,September,Renewables,3.823.298,22,52118.08,26.685.496,15.40%
Mexico,2014,September,Low carbon,4.775.885,26,61421.08,35.236.201,19.24%
Mexico,2014,September,Fossil fuels,20.047.763,27,228.628.657,184.846.558,80.76%
Chile,2014,October,Hydro,2532.69,1,22814,15.583.283,43.14%
Chile,2014,October,Wind,159.815,2,1.441.001,448.921,2.72%
Chile,2014,October,Solar,53.955,3,479.999,5.336,0.92%
Chile,2014,October,Renewables,3.192.448,22,29.943.127,20.596.583,54.38%
Chile,2014,October,Low carbon,3.216.698,26,30.234.127,20.733.253,54.79%
